region,subregion,name,party,votes,winner
VAS,Sárvár,HENCZ KORNÉL,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,13026.0,False
VAS,Sárvár,GICZY JÓZSEF,MI HAZÁNK MOZGALOM,2933.0,False
VAS,Sárvár,ZAKOTA TAMÁS,MAGYAR KÉTFARKÚ KUTYA PÁRT,1137.0,False
VAS,Sárvár,HORVÁTH SÁNDOR,MEGOLDÁS MOZGALOM,441.0,False
VAS,Sárvár,RUTKAI ZOLTÁN,NORMÁLIS ÉLET PÁRTJA,294.0,False
VESZPRÉM,Balatonfüred,KONTRÁT KÁROLY,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,26762.0,True
VESZPRÉM,Balatonfüred,BENEDEK SZILVESZTER,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,19172.0,False
VESZPRÉM,Balatonfüred,KOVÁCS ATTILA,MI HAZÁNK MOZGALOM,3582.0,False
VESZPRÉM,Balatonfüred,KÁRPÁTI ZOLTÁN,MAGYAR KÉTFARKÚ KUTYA PÁRT,1765.0,False
VESZPRÉM,Balatonfüred,BERTA ÁKOS,MEGOLDÁS MOZGALOM,834.0,False
VESZPRÉM,Balatonfüred,DALMADI RÓBERT,NORMÁLIS ÉLET PÁRTJA,372.0,False
VESZPRÉM,Pápa,DR. KOVÁCS ZOLTÁN,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,29806.0,True
VESZPRÉM,Pápa,GRŐBER ATTILA,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,13826.0,False
VESZPRÉM,Pápa,TAKÁCS MÁTÉ,MI HAZÁNK MOZGALOM,2702.0,False
VESZPRÉM,Pápa,DOMJÁN ÁKOS,MAGYAR KÉTFARKÚ KUTYA PÁRT,849.0,False
VESZPRÉM,Pápa,DR. HORVÁTH GYULA,MEGOLDÁS MOZGALOM,352.0,False
VESZPRÉM,Tapolca,DR. NAVRACSICS TIBOR,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,23685.0,True
VESZPRÉM,Tapolca,RIG LAJOS,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,20797.0,False
VESZPRÉM,Tapolca,SÁNDOR BALÁZS,MAGYAR KÉTFARKÚ KUTYA PÁRT,1115.0,False
VESZPRÉM,Tapolca,TAKÁCS LAJOS,Független jelölt,727.0,False
VESZPRÉM,Tapolca,FÓRIZS LAJOS,MEGOLDÁS MOZGALOM,396.0,False
VESZPRÉM,Veszprém,OVÁDI PÉTER,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,26119.0,True
VESZPRÉM,Veszprém,CSONKA BALÁZS,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,20301.0,False
VESZPRÉM,Veszprém,KOVACSICS ZSOLT,MI HAZÁNK MOZGALOM,3231.0,False
VESZPRÉM,Veszprém,VÉRTESI BENJÁMIN,MAGYAR KÉTFARKÚ KUTYA PÁRT,1484.0,False
VESZPRÉM,Veszprém,SIMOR ISTVÁN,MEGOLDÁS MOZGALOM,604.0,False
ZALA,Keszthely,NAGY BÁLINT,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,30734.0,True
ZALA,Keszthely,ELEKES ISTVÁN,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,15467.0,False
ZALA,Keszthely,BEREI GÁBOR,MI HAZÁNK MOZGALOM,3185.0,False
ZALA,Keszthely,NÉMETH EMESE,MAGYAR KÉTFARKÚ KUTYA PÁRT,1363.0,False
ZALA,Keszthely,CSENDES JÓZSEF,NORMÁLIS ÉLET PÁRTJA,611.0,False
ZALA,Nagykanizsa,CSERESNYÉS PÉTER,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,26126.0,True
ZALA,Nagykanizsa,HORVÁTH JÁCINT,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,18466.0,False
ZALA,Nagykanizsa,HOKKER TIBOR,MI HAZÁNK MOZGALOM,2711.0,False
ZALA,Nagykanizsa,NAGY DÁVID,MAGYAR KÉTFARKÚ KUTYA PÁRT,975.0,False
ZALA,Nagykanizsa,BORDA BALÁZS,NORMÁLIS ÉLET PÁRTJA,504.0,False
ZALA,Nagykanizsa,BARNA TAMÁS,MEGOLDÁS MOZGALOM,410.0,False
ZALA,Nagykanizsa,SZÉKELY SÁNDOR,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,122.0,False
ZALA,Zalaegerszeg,VIGH LÁSZLÓ,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,31178.0,True
ZALA,Zalaegerszeg,DR. CSIDEI IRÉN,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,16987.0,False
ZALA,Zalaegerszeg,KISS FERENC,MI HAZÁNK MOZGALOM,3409.0,False
ZALA,Zalaegerszeg,CSISZÁR VIKTOR,MAGYAR KÉTFARKÚ KUTYA PÁRT,1414.0,False
ZALA,Zalaegerszeg,KOLTAI TIBOR,Független jelölt,694.0,False
ZALA,Zalaegerszeg,SZÉP SZABOLCS,MEGOLDÁS MOZGALOM,672.0,False
ZALA,Zalaegerszeg,MARTON ÁDÁM,NORMÁLIS ÉLET PÁRTJA,455.0,False
ZALA,Zalaegerszeg,VIRÁG DEBÓRA,A MI PÁRTUNK - IMA,85.0,False
