"region";"subregion";"subid";"name";"party";"votes";"votes %"
"NÓGRÁD";"Salgótarján";"20";"Dancsó János";"KTI";"290";"0.59"
"NÓGRÁD";"Salgótarján";"23";"Szabó Zsolt Attila";"ÚDP";"25";"0.05"
"NÓGRÁD";"Salgótarján";"25";"Nagy Attila Tibor";"MUNKÁSPÁRT";"785";"1.61"
"NÓGRÁD";"Salgótarján";"26";"Seres Mária";"SMS";"1210";"2.47"
"NÓGRÁD";"Salgótarján";"28";"Kanyó Károly";"EP";"38";"0.08"
"NÓGRÁD";"Salgótarján";"29";"Györki Tibor";"Független";"46";"0.09"
"NÓGRÁD";"Salgótarján";"30";"Lantos István";"ZÖLDEK";"159";"0.33"
"NÓGRÁD";"Salgótarján";"31";"Baranyi István";"JESZ";"123";"0.25"
"NÓGRÁD";"Balassagyarmat";"1";"Szendreiné Kis Katalin";"EU. ROM";"26";"0.05"
"NÓGRÁD";"Balassagyarmat";"2";"Balla Mihály Tibor";"FIDESZ-KDNP";"24564";"48.82"
"NÓGRÁD";"Balassagyarmat";"3";"Mazgon Jelena";"SMS";"224";"0.45"
"NÓGRÁD";"Balassagyarmat";"4";"Belák Vince Ottó";"MSZDP";"64";"0.13"
"NÓGRÁD";"Balassagyarmat";"5";"Zagyvai Sándor";"LMP";"1542";"3.06"
"NÓGRÁD";"Balassagyarmat";"7";"Hegedűs Ervin";"ZÖLDEK";"195";"0.39"
"NÓGRÁD";"Balassagyarmat";"8";"Borenszki Ervin";"MSZP-EGYÜTT-DK-PM-MLP";"10358";"20.58"
"NÓGRÁD";"Balassagyarmat";"9";"Kovács Boglárka";"SEM";"81";"0.16"
"NÓGRÁD";"Balassagyarmat";"10";"Lakatos Nikoletta";"KMSZ";"0";"0.0"
"NÓGRÁD";"Balassagyarmat";"11";"Török Tamásné";"A HAZA NEM ELADÓ";"280";"0.56"
"NÓGRÁD";"Balassagyarmat";"12";"Rákosi György";"NÉP";"37";"0.07"
"NÓGRÁD";"Balassagyarmat";"13";"Makó András";"SZOCIÁLDEMOKRATÁK";"85";"0.17"
"NÓGRÁD";"Balassagyarmat";"14";"Nagy József";"EGYÜTT 2014";"166";"0.33"
"NÓGRÁD";"Balassagyarmat";"16";"Németh László";"JESZ";"74";"0.15"
"NÓGRÁD";"Balassagyarmat";"17";"Ráczné Molnár Mária";"SZEM-NŐPÁRT";"55";"0.11"
"NÓGRÁD";"Balassagyarmat";"18";"Kiss László";"JOBBIK";"11256";"22.37"
"NÓGRÁD";"Balassagyarmat";"21";"Halasi Miklós";"MCF";"93";"0.18"
"NÓGRÁD";"Balassagyarmat";"22";"Szilvási István";"FKGP";"115";"0.23"
"NÓGRÁD";"Balassagyarmat";"23";"Vidák Zoltán";"MACSEP";"0";"0.0"
"NÓGRÁD";"Balassagyarmat";"24";"Tóth Zoltán";"KTI";"208";"0.41"
"NÓGRÁD";"Balassagyarmat";"27";"Rácz Jenő";"MCP";"223";"0.44"
"NÓGRÁD";"Balassagyarmat";"28";"Czekó Erzsébet";"ÖP";"46";"0.09"
"NÓGRÁD";"Balassagyarmat";"29";"Dr. Frankfurter Zsuzsanna";"MUNKÁSPÁRT";"628";"1.25"
"PEST";"Érd";"2";"Pulai Edina";"JOBBIK";"8295";"16.01"
"PEST";"Érd";"4";"Pacsuta Péter János";"ÉLŐLÁNC";"118";"0.23"
"PEST";"Érd";"5";"Szekszer Bernadett Katalin";"MSZDP";"60";"0.12"
"PEST";"Érd";"6";"Rácz Róbert";"4K!";"151";"0.29"
"PEST";"Érd";"7";"Varga Illés Levente";"LMP";"2923";"5.64"
"PEST";"Érd";"8";"Halász Ajtony Zsombor";"FKGP";"112";"0.22"
"PEST";"Érd";"10";"Soczó Ildikó Mária";"SEM";"241";"0.47"
"PEST";"Érd";"11";"Dr. Aradszki András";"FIDESZ-KDNP";"22271";"42.97"
"PEST";"Érd";"12";"Turczer György";"JESZ";"130";"0.25"
"PEST";"Érd";"14";"Dr. Dorosz Dávid";"MSZP-EGYÜTT-DK-PM-MLP";"16386";"31.62"
"PEST";"Érd";"15";"Járvás Éva";"SMS";"412";"0.79"
"PEST";"Érd";"16";"Kékesi Gergő";"MKSZU";"14";"0.03"
"PEST";"Érd";"17";"Lázár Andrea";"ZÖLDEK";"455";"0.88"
"PEST";"Érd";"18";"Fekete Kornélia";"EP";"67";"0.13"
"PEST";"Érd";"19";"Gara Ferencné";"SZAVA";"16";"0.03"
"PEST";"Érd";"22";"Varga Andrea";"MDU";"35";"0.07"
"PEST";"Érd";"23";"Vadászi Nándor";"SZDP";"139";"0.27"
"PEST";"Budakeszi";"2";"Csenger-Zalán Zsolt";"FIDESZ-KDNP";"28327";"46.54"
"PEST";"Budakeszi";"3";"Kósa Sándor";"SZOCIÁLDEMOKRATÁK";"227";"0.37"
"PEST";"Budakeszi";"5";"Dr. Szél Bernadett";"LMP";"6607";"10.86"
"PEST";"Budakeszi";"7";"Császárné Kollár Tímea Annamária";"JOBBIK";"6827";"11.22"
"PEST";"Budakeszi";"8";"Anyalai Béla";"MCP";"81";"0.13"
"PEST";"Budakeszi";"11";"Marton Gergő";"SMS";"456";"0.75"
"PEST";"Budakeszi";"12";"Varga Tamás";"A HAZA NEM ELADÓ";"343";"0.56"
"PEST";"Budakeszi";"14";"Dr. Szabóné Müller Timea Nóra";"MSZP-EGYÜTT-DK-PM-MLP";"16290";"26.76"
"PEST";"Budakeszi";"15";"Keller László";"Független";"1469";"2.41"
"PEST";"Budakeszi";"16";"Törökné Dzsaja Erzsébet Ildikó";"EGYÜTT 2014";"237";"0.39"
"PEST";"Szentendre";"1";"Mellákné Tóth Éva";"SEM";"371";"0.64"
"PEST";"Szentendre";"2";"Ferenczi János";"A HAZA NEM ELADÓ";"266";"0.46"
"PEST";"Szentendre";"4";"Juhász Hilda";"EGYÜTT 2014";"321";"0.55"
"PEST";"Szentendre";"5";"Skrobár Róbert";"JESZ";"192";"0.33"
"PEST";"Szentendre";"6";"Marosi Katalin";"SMS";"339";"0.59"
"PEST";"Szentendre";"7";"Gáspár Tibor";"MCF";"72";"0.12"
"PEST";"Szentendre";"8";"Murányi Levente";"JOBBIK";"8167";"14.11"
"PEST";"Szentendre";"9";"Kardos-Horváth János";"LMP";"4184";"7.23"
"PEST";"Szentendre";"10";"Győrfi Attila";"NEMZETI ÉRDEKÉRT";"27";"0.05"
"PEST";"Szentendre";"12";"Árvay-Nagy Anna";"ÚMP";"42";"0.07"
"PEST";"Szentendre";"14";"Hadházy Sándor";"FIDESZ-KDNP";"27364";"47.28"
"PEST";"Szentendre";"15";"Holek Katalin";"ÖP";"132";"0.23"
"PEST";"Szentendre";"16";"Bassa Zoltán";"4K!";"203";"0.35"
"PEST";"Szentendre";"17";"Sefcsik Ibolya";"EP";"37";"0.06"
"PEST";"Szentendre";"18";"Kiss János";"ZÖLDEK";"413";"0.71"
"PEST";"Szentendre";"19";"Szinna Gábor";"MSZP-EGYÜTT-DK-PM-MLP";"15434";"26.67"
"PEST";"Szentendre";"20";"Dr. Diószegi Gábor";"SZOCIÁLDEMOKRATÁK";"289";"0.5"
"PEST";"Szentendre";"22";"Kámán Dávid Miklós";"ÚDP";"23";"0.04"
"PEST";"Vác";"1";"Nagy Sándor";"MUNKÁSPÁRT";"295";"0.62"
"PEST";"Vác";"2";"Kiss Zsolt János";"MSZP-EGYÜTT-DK-PM-MLP";"11767";"24.8"
"PEST";"Vác";"4";"Harrach Péter Pál";"FIDESZ-KDNP";"22193";"46.78"
"PEST";"Vác";"5";"Lakatos Istvánné";"KMSZ";"77";"0.16"
"PEST";"Vác";"8";"Karnis Gáborné";"TEMPO";"45";"0.09"
"PEST";"Vác";"10";"Zsigmond Attiláné";"ÚMP";"24";"0.05"
"PEST";"Vác";"11";"Fehér Zsolt";"JOBBIK";"9493";"20.01"
"PEST";"Vác";"12";"Dr. Dákay Zoltán";"A HAZA NEM ELADÓ";"299";"0.63"
"PEST";"Vác";"13";"Nógrádi Ferenc";"SZOCIÁLDEMOKRATÁK";"114";"0.24"
"PEST";"Vác";"14";"Vitéz Attila";"ZÖLDEK";"303";"0.64"
"PEST";"Vác";"15";"Bánhegyi Ildikó Mária";"MKSZU";"46";"0.1"
"PEST";"Vác";"16";"Vojnovits Erzsébet";"KTI";"100";"0.21"
"PEST";"Vác";"18";"Himmerné Wetzl Annamária";"ÖP";"79";"0.17"
"PEST";"Vác";"19";"Nagy Szilárd Benjamin";"SEM";"147";"0.31"
"PEST";"Vác";"20";"Dr. Agócs-Jesztei Ágnes";"MRPP";"53";"0.11"
"PEST";"Vác";"21";"Kőfalvi László";"JESZ";"53";"0.11"
"PEST";"Vác";"22";"Dengelegi Klára Zsuzsanna";"LMP";"1991";"4.2"
"PEST";"Vác";"24";"Batáné Burik Anna";"MGP";"36";"0.08"
"PEST";"Vác";"25";"Moravcsik Attila";"SMS";"326";"0.69"
"PEST";"Dunakeszi";"1";"Pokriva Nándor";"NEMZETI ÉRDEKÉRT";"93";"0.16"
"PEST";"Dunakeszi";"2";"Dr. Tuzson Bence Balázs";"FIDESZ-KDNP";"24344";"41.33"
"PEST";"Dunakeszi";"3";"Nagy Nándor";"4K!";"223";"0.38"
"PEST";"Dunakeszi";"4";"Budainé Kelemen Erzsébet";"JESZ";"277";"0.47"
"PEST";"Dunakeszi";"5";"Fazekas Attila";"SZOCIÁLDEMOKRATÁK";"246";"0.42"
"PEST";"Dunakeszi";"6";"Juhász Péter";"LMP";"4515";"7.66"
"PEST";"Dunakeszi";"7";"Méri László";"SEM";"518";"0.88"
"PEST";"Dunakeszi";"8";"Kovacsics Imre";"A HAZA NEM ELADÓ";"643";"1.09"
"PEST";"Dunakeszi";"10";"Nyiri Márton";"JOBBIK";"9641";"16.37"
"PEST";"Dunakeszi";"11";"Szabó Imre";"MSZP-EGYÜTT-DK-PM-MLP";"18166";"30.84"
"PEST";"Dunakeszi";"12";"Horváth Ferenc";"KTI";"240";"0.41"
"PEST";"Gödöllő";"2";"Veres Botond";"SEM";"371";"0.67"
"PEST";"Gödöllő";"5";"Szabó Kinga";"MRPP";"11";"0.02"
"PEST";"Gödöllő";"6";"Bertha Szilvia Zsuzsanna";"JOBBIK";"10588";"19.14"
"PEST";"Gödöllő";"8";"Szabó Sándor";"JESZ";"132";"0.24"
"PEST";"Gödöllő";"9";"Vécsey László József";"FIDESZ-KDNP";"23745";"42.92"
"PEST";"Gödöllő";"10";"Bercsényi Zoltán";"SMS";"303";"0.55"
"PEST";"Gödöllő";"11";"Oláh Árpád";"MCF";"52";"0.09"
"PEST";"Gödöllő";"12";"Sándor István";"KTI";"223";"0.4"
"PEST";"Gödöllő";"14";"Gomány Mihály";"EU. ROM";"9";"0.02"
"PEST";"Gödöllő";"15";"Kovács Barnabás";"MSZP-EGYÜTT-DK-PM-MLP";"14027";"25.35"
"PEST";"Gödöllő";"16";"Béres József";"MGP";"85";"0.15"
"PEST";"Gödöllő";"18";"Rácz Adorján Barnabás";"EGYÜTT 2014";"217";"0.39"
"PEST";"Gödöllő";"20";"Gaál István";"SZOCIÁLDEMOKRATÁK";"121";"0.22"
"PEST";"Gödöllő";"21";"Uzsokiné Lakó Éva";"A HAZA NEM ELADÓ";"679";"1.23"
"PEST";"Gödöllő";"22";"Lengyel Szilvia";"LMP";"3544";"6.41"
"PEST";"Gödöllő";"23";"Herczeg Attila";"Független";"900";"1.63"
"PEST";"Gödöllő";"25";"Pikács Pálné";"MCP";"177";"0.32"
"PEST";"Gödöllő";"27";"Dr. Penke András Mihály";"FKGP";"143";"0.26"
"PEST";"Vecsés";"3";"Pintér Sándor";"LMP";"2296";"4.46"
"PEST";"Vecsés";"5";"Gyuriczáné Koncz Mónika";"MDU";"52";"0.1"
"PEST";"Vecsés";"6";"Mersei Eszter";"ZÖLDEK";"487";"0.95"
"PEST";"Vecsés";"7";"Kollár Krisztina";"ÖP";"147";"0.29"
"PEST";"Vecsés";"8";"Sas Zoltán";"JOBBIK";"10098";"19.62"
"PEST";"Vecsés";"10";"Dr. Szűcs Lajos";"FIDESZ-KDNP";"22109";"42.96"
"PEST";"Vecsés";"14";"Szabó Rebeka Katalin";"MSZP-EGYÜTT-DK-PM-MLP";"14971";"29.09"
"PEST";"Vecsés";"15";"Gajdos Márk Csaba";"EP";"75";"0.15"
"PEST";"Vecsés";"16";"Hanák Róbert";"JESZ";"221";"0.43"
"PEST";"Vecsés";"19";"Tóth László";"SZOCIÁLDEMOKRATÁK";"116";"0.23"
"PEST";"Vecsés";"20";"Bosánszki Péter";"EGYÜTT 2014";"209";"0.41"
"PEST";"Vecsés";"21";"Rab Alexandra";"ÚDP";"29";"0.06"
"PEST";"Vecsés";"22";"Kovács Sándor Zoltán";"A HAZA NEM ELADÓ";"492";"0.96"
"PEST";"Vecsés";"23";"Százi Nikolett";"ÚMP";"28";"0.05"
"PEST";"Vecsés";"26";"Dr. Nagy Marianna";"SZEM-NŐPÁRT";"140";"0.27"
"PEST";"Szigetszentmiklós";"3";"Agócs Ildikó";"MACSEP";"38";"0.07"
"PEST";"Szigetszentmiklós";"4";"Barna Béla";"ÚMP";"22";"0.04"
"PEST";"Szigetszentmiklós";"5";"Bóna Zoltán";"FIDESZ-KDNP";"20946";"40.26"
"PEST";"Szigetszentmiklós";"6";"Póka László";"ÖP";"313";"0.6"
"PEST";"Szigetszentmiklós";"7";"Kuncze Gábor";"MSZP-EGYÜTT-DK-PM-MLP";"17134";"32.93"
"PEST";"Szigetszentmiklós";"8";"Lovász Márk Renátó";"ÚDP";"13";"0.02"
"PEST";"Szigetszentmiklós";"9";"Kanalas József";"MCP";"19";"0.04"
"PEST";"Szigetszentmiklós";"10";"Jaksa-Ladányi Emma Zsuzsánna";"LMP";"2605";"5.01"
"PEST";"Szigetszentmiklós";"11";"Takács Gábor";"KTI";"218";"0.42"
"PEST";"Szigetszentmiklós";"12";"Ali János";"NEMZETI ÉRDEKÉRT";"52";"0.1"
"PEST";"Szigetszentmiklós";"13";"Kovács Gyula";"EGYÜTT 2014";"202";"0.39"
"PEST";"Szigetszentmiklós";"14";"Jakab Mihály";"MCF";"6";"0.01"
"PEST";"Szigetszentmiklós";"15";"Boldis György";"SZOCIÁLDEMOKRATÁK";"112";"0.22"
"PEST";"Szigetszentmiklós";"17";"Máté Ferenc";"KMSZ";"48";"0.09"
"PEST";"Szigetszentmiklós";"20";"Szilvási Zsolt";"SEM";"260";"0.5"
"PEST";"Szigetszentmiklós";"21";"Lupa János";"JOBBIK";"9578";"18.41"
"PEST";"Szigetszentmiklós";"24";"Apró Tamás";"JESZ";"182";"0.35"
"PEST";"Szigetszentmiklós";"27";"Kirner László";"SMS";"277";"0.53"
"PEST";"Nagykáta";"1";"Tóthné Megyes Katalin";"A HAZA NEM ELADÓ";"296";"0.72"
"PEST";"Nagykáta";"3";"Mikus Csaba";"LMP";"1183";"2.88"
"PEST";"Nagykáta";"7";"Pukkai Tamás";"ÖP";"101";"0.25"
"PEST";"Nagykáta";"8";"Győri Tibor";"MGP";"53";"0.13"
"PEST";"Nagykáta";"9";"Czerván György";"FIDESZ-KDNP";"20595";"50.18"
"PEST";"Nagykáta";"10";"Pető László";"JESZ";"93";"0.23"
"PEST";"Nagykáta";"13";"Surányi Tiborné";"SMS";"184";"0.45"
"PEST";"Nagykáta";"14";"Sárköziné Juhász Gyöngyi";"KTI";"124";"0.3"
"PEST";"Nagykáta";"16";"Schiller Roland";"SZOCIÁLDEMOKRATÁK";"65";"0.16"
"PEST";"Nagykáta";"17";"Csanádi Gábor Ferenc";"JOBBIK";"10198";"24.85"
"PEST";"Nagykáta";"18";"Dr. Baja Ferenc";"MSZP-EGYÜTT-DK-PM-MLP";"8047";"19.61"
"PEST";"Nagykáta";"20";"Apáti Tibor";"FKGP";"104";"0.25"
"PEST";"Monor";"2";"Lakatosné Ivanics Éva";"EGYÜTT 2014";"287";"0.68"
"PEST";"Monor";"3";"Gáspár Attila";"TEMPO";"41";"0.1"
"PEST";"Monor";"4";"Rakita Andrea Éva";"SEM";"152";"0.36"
"PEST";"Monor";"5";"Szikora Zoltán Ferencné";"KTI";"113";"0.27"
"PEST";"Monor";"6";"Tóth Ferenc Tibor";"FKGP";"99";"0.24"
"PEST";"Monor";"8";"Radics József";"MCP";"58";"0.14"
"PEST";"Monor";"9";"Molnár Józsefné";"ÖP";"93";"0.22"
"PEST";"Monor";"11";"Pogácsás Tibor János";"FIDESZ-KDNP";"19475";"46.34"
"PEST";"Monor";"12";"Gányi Miklós Andrásné";"NEMZETI ÉRDEKÉRT";"46";"0.11"
"PEST";"Monor";"13";"Ujházi Károly";"A HAZA NEM ELADÓ";"225";"0.54"
"PEST";"Monor";"16";"Oroszi István";"AQP";"17";"0.04"
"PEST";"Monor";"17";"Som Zsolt";"MRPP";"16";"0.04"
"PEST";"Monor";"18";"Gulyás Nikoletta";"MACSEP";"0";"0.0"
"PEST";"Monor";"20";"Török László";"LMP";"1515";"3.61"
"PEST";"Monor";"21";"Légrádi József Zoltán";"ZÖLDEK";"166";"0.4"
"PEST";"Monor";"23";"Braun Róbert";"MSZP-EGYÜTT-DK-PM-MLP";"9046";"21.53"
"PEST";"Monor";"25";"Dr. Kereszturi Imre";"JOBBIK";"10648";"25.34"
"PEST";"Monor";"26";"Havasiné Gölöncsér Aranka";"MDU";"26";"0.06"
"PEST";"Dabas";"1";"Pánczél Károly";"FIDESZ-KDNP";"23486";"48.37"
"PEST";"Dabas";"3";"Bódiné Berényi Ágnes";"EU. ROM";"44";"0.09"
"PEST";"Dabas";"5";"Zábrácki László";"JOBBIK";"10003";"20.6"
"PEST";"Dabas";"7";"Zsigár József";"ÚDP";"70";"0.14"
"PEST";"Dabas";"9";"Rapcsák Győző";"EP";"57";"0.12"
"PEST";"Dabas";"10";"Dankó Géza Gábor";"SMS";"310";"0.64"
"PEST";"Dabas";"11";"Lakos Veronika";"SZOCIÁLDEMOKRATÁK";"103";"0.21"
"PEST";"Dabas";"16";"Zagyva Gabriella";"LMP";"2181";"4.49"
"PEST";"Dabas";"17";"Orosz István Gábor";"EGYÜTT 2014";"287";"0.59"
"PEST";"Dabas";"18";"Marján Péter György";"JESZ";"111";"0.23"
"PEST";"Dabas";"19";"Szentes János";"SZAVA";"38";"0.08"
"PEST";"Dabas";"20";"Székely Orsolya";"SEM";"292";"0.6"
"PEST";"Dabas";"21";"Kreisz Katalin Erzsébet";"ÖP";"191";"0.39"
"PEST";"Dabas";"23";"Dr. Bakó Krisztina Katalin";"MSZP-EGYÜTT-DK-PM-MLP";"11379";"23.44"
"PEST";"Cegléd";"1";"Földi Áron";"LMP";"1359";"3.2"
"PEST";"Cegléd";"3";"Laczkó Józsefné";"JESZ";"67";"0.16"
"PEST";"Cegléd";"4";"Fenyvesné Dr. Nádas Katalin Csilla";"MRPP";"24";"0.06"
"PEST";"Cegléd";"5";"Dr. Horváth Melinda Erzsébet";"ÉLŐLÁNC";"117";"0.28"
"PEST";"Cegléd";"6";"Romhányiné Dr. Balogh Edit";"MSZP-EGYÜTT-DK-PM-MLP";"8828";"20.76"
"PEST";"Cegléd";"7";"Volner János";"JOBBIK";"12285";"28.89"
"PEST";"Cegléd";"8";"Cseh Mihály Attila";"SZOCIÁLDEMOKRATÁK";"66";"0.16"
"PEST";"Cegléd";"9";"Vágó Tibor István";"SMS";"145";"0.34"
"PEST";"Cegléd";"10";"Cseriné Demeter Bernadett";"FKGP";"234";"0.55"
"PEST";"Cegléd";"11";"Erdei Tünde";"MGP";"54";"0.13"
"PEST";"Cegléd";"13";"Keskeny Rudolfné";"MCP";"46";"0.11"
"PEST";"Cegléd";"14";"Kovács László";"A HAZA NEM ELADÓ";"260";"0.61"
"PEST";"Cegléd";"18";"Gyulai Lajos";"MKSZU";"7";"0.02"
"PEST";"Cegléd";"19";"Facskó Szilveszter";"MSZDP";"50";"0.12"
"PEST";"Cegléd";"20";"Bán Zsolt";"ÖP";"63";"0.15"
"PEST";"Cegléd";"22";"Földi László";"FIDESZ-KDNP";"18732";"44.05"
"PEST";"Cegléd";"23";"Papp Viktor";"SEM";"183";"0.43"
"SOMOGY";"Kaposvár";"1";"Gelencsér Attila";"FIDESZ-KDNP";"16524";"40.43"
"SOMOGY";"Kaposvár";"3";"Bogdán Gábor";"ÚMP";"25";"0.06"
"SOMOGY";"Kaposvár";"4";"Szlobodics Gyula Károly";"FKGP";"93";"0.23"
"SOMOGY";"Kaposvár";"6";"Juhos Bence";"JESZ";"168";"0.41"
"SOMOGY";"Kaposvár";"7";"Pénzes István Györgyné";"A HAZA NEM ELADÓ";"235";"0.58"
"SOMOGY";"Kaposvár";"8";"Gelencsér Balázs";"Független";"188";"0.46"
"SOMOGY";"Kaposvár";"9";"Varga Roland";"MGP";"40";"0.1"
"SOMOGY";"Kaposvár";"11";"Felder Frigyes";"LMP";"2058";"5.04"
"SOMOGY";"Kaposvár";"12";"Halmos Rita";"ÚDP";"35";"0.09"
"SOMOGY";"Kaposvár";"13";"Potyondi Ilona";"SMS";"239";"0.58"
"SOMOGY";"Kaposvár";"14";"Miháldinecz Gábor";"JOBBIK";"8931";"21.85"
"SOMOGY";"Kaposvár";"15";"Dr. Kolber István";"MSZP-EGYÜTT-DK-PM-MLP";"11623";"28.44"
"SOMOGY";"Kaposvár";"16";"Nagy Nándor Lajos";"Független";"90";"0.22"
"SOMOGY";"Kaposvár";"17";"Tilinger Péter Márk";"ZÖLDEK";"218";"0.53"
"SOMOGY";"Kaposvár";"18";"Csikós József";"SZMP";"39";"0.1"
"SOMOGY";"Kaposvár";"19";"Árok Kornél";"SZOCIÁLDEMOKRATÁK";"360";"0.88"
"SOMOGY";"Barcs";"1";"Galba Mihály László";"SMS";"345";"1.01"
"SOMOGY";"Barcs";"2";"Farkas Gábor";"ÚDP";"13";"0.04"
"SOMOGY";"Barcs";"4";"Bogdán Csaba";"MCP";"278";"0.81"
"SOMOGY";"Barcs";"5";"Sipos Zoltán";"FKGP";"122";"0.36"
"SOMOGY";"Barcs";"6";"Köves Ákos";"EGYÜTT 2014";"141";"0.41"
"SOMOGY";"Barcs";"7";"Pávics Szabolcs József";"ÚMP";"44";"0.13"
"SOMOGY";"Barcs";"8";"Pandur László Gábor";"KTI";"141";"0.41"
"SOMOGY";"Barcs";"9";"Pávay Miklós Györgyné";"HATMAP";"9";"0.03"
"SOMOGY";"Barcs";"10";"Ander Balázs";"JOBBIK";"8227";"24.04"
"SOMOGY";"Barcs";"11";"Kutas Viktor Csaba";"LMP";"764";"2.23"
"SOMOGY";"Barcs";"12";"Szászfalvi László";"FIDESZ-KDNP";"15907";"46.48"
"SOMOGY";"Barcs";"13";"Horváth László";"A HAZA NEM ELADÓ";"137";"0.4"
"SOMOGY";"Barcs";"14";"Kovács Gábor";"4K!";"54";"0.16"
"SOMOGY";"Barcs";"15";"Paluska János";"JESZ";"40";"0.12"
"SOMOGY";"Barcs";"17";"Szép Erzsébet";"MUNKÁSPÁRT";"233";"0.68"
"SOMOGY";"Barcs";"18";"Darcsi Natália";"ÖP";"28";"0.08"
"SOMOGY";"Barcs";"19";"Csendesné Murányi Ibolya Julianna";"MSZP-EGYÜTT-DK-PM-MLP";"7592";"22.18"
"SOMOGY";"Barcs";"20";"Lóth Ferenc";"SZOCIÁLDEMOKRATÁK";"57";"0.17"
"SOMOGY";"Barcs";"21";"Pusztai Gábor";"SZMP";"42";"0.12"
"SOMOGY";"Barcs";"22";"Kristóf Csaba";"MEGÚJULÁSPÁRT";"52";"0.15"
"SOMOGY";"Marcali";"1";"Géresi Julianna";"SMS";"177";"0.48"
"SOMOGY";"Marcali";"3";"Támba Klaudia";"ÖP";"63";"0.17"
"SOMOGY";"Marcali";"4";"Filák Péter";"LMP";"1194";"3.22"
"SOMOGY";"Marcali";"5";"Klikkné Horváth Cecília Margit";"KTI";"135";"0.36"
"SOMOGY";"Marcali";"6";"Piltner Zsolt";"JESZ";"77";"0.21"
"SOMOGY";"Marcali";"9";"Halmos Istvánné";"ÚMP";"30";"0.08"
"SOMOGY";"Marcali";"10";"Tóth Gábor";"Független";"197";"0.53"
"SOMOGY";"Marcali";"11";"Mátyás Balázs Máté";"JOBBIK";"8503";"22.93"
"SOMOGY";"Marcali";"12";"Móring József Attila";"FIDESZ-KDNP";"17616";"47.51"
"SOMOGY";"Marcali";"13";"Bakos Éva Gyöngyi";"A HAZA NEM ELADÓ";"326";"0.88"
"SOMOGY";"Marcali";"15";"Nagyillés Máté";"SZOCIÁLDEMOKRATÁK";"71";"0.19"
"SOMOGY";"Marcali";"16";"Berta-Csikós Éva";"SZMP";"28";"0.08"
"SOMOGY";"Marcali";"17";"Harján Dávid";"MSZP-EGYÜTT-DK-PM-MLP";"8497";"22.91"
"SOMOGY";"Marcali";"18";"Varga Zsolt";"ÚDP";"22";"0.06"
"SOMOGY";"Marcali";"19";"Dr. Palócz Mihályné";"AQP";"19";"0.05"
"SOMOGY";"Marcali";"20";"Szamosvári Szabolcs Sándor";"FKGP";"127";"0.34"
"SOMOGY";"Siófok";"1";"Dr. Léhmann György";"ÉLŐLÁNC";"575";"1.45"
"SOMOGY";"Siófok";"2";"Majkó Gyula Miklós";"ÚMP";"45";"0.11"
"SOMOGY";"Siófok";"3";"Egyedi László";"A HAZA NEM ELADÓ";"235";"0.59"
"SOMOGY";"Siófok";"4";"Herczeg Attila";"ÚDP";"35";"0.09"
"SOMOGY";"Siófok";"5";"Mülléder Gábor";"EGYÜTT 2014";"154";"0.39"
"SOMOGY";"Siófok";"6";"Witzmann Mihály";"FIDESZ-KDNP";"18591";"46.76"
"SOMOGY";"Siófok";"7";"Molnárné Jakab Mária Hajnalka";"SMS";"246";"0.62"
"SOMOGY";"Siófok";"8";"Gál Ferenc";"LMP";"1556";"3.91"
"SOMOGY";"Siófok";"9";"Barabás Tibor András";"MKSZU";"22";"0.06"
"SOMOGY";"Siófok";"10";"Lécz Viktor György";"FKGP";"75";"0.19"
"SOMOGY";"Siófok";"11";"Drexler Róbert Ferenc";"JESZ";"78";"0.2"
"SOMOGY";"Siófok";"12";"Tóth Attila";"SEM";"177";"0.45"
"SOMOGY";"Siófok";"13";"Berkes Gábor";"JOBBIK";"7838";"19.71"
"SOMOGY";"Siófok";"14";"Harangozó Gábor István";"MSZP-EGYÜTT-DK-PM-MLP";"9926";"24.96"
"SOMOGY";"Siófok";"15";"Pankász Róbert";"ÚGP";"80";"0.2"
"SOMOGY";"Siófok";"18";"Dömös Imre";"KTI";"129";"0.32"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"1";"Makula Gábriel";"ÚDP";"14";"0.03"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"2";"Makula Andrásné";"ÚMP";"8";"0.02"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"3";"Jeszenszki András";"MSZP-EGYÜTT-DK-PM-MLP";"15781";"32.29"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"4";"Hornyák Péter Rajmund";"KALÓZPÁRT";"64";"0.13"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"5";"Matavovszky Dániel";"SEM";"157";"0.32"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"6";"Varga Áronné";"ZÖLDEK";"168";"0.34"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"7";"Szabolcsi Beáta";"LMP";"1881";"3.85"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"9";"Kádár János";"KISGAZDAPÁRT-MIÉP";"73";"0.15"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"10";"Tamás László Ferenc";"KTI";"58";"0.12"
